Stil,Artist,Track,Beliebtheit,Akustik,Tanzbarkeit,Dauer
Movie,Henri Salvador,Parce que Ã§a me donne du courage,0,0.793,0.701,208000
Movie,Henri Salvador,Silence On Tourne,0,0.913,0.758,169645
Movie,Martin & les fÃ©es,Tout est possible (par Lisa Angell),3,0.874,0.517,153347
Movie,Frank Churchill,The Silly Song,0,0.995,0.6,26044
Movie,Henri Salvador,Adieu 'Adios' - Remastered,9,0.114,0.432,157853
Movie,Henri Salvador,toi,11,0.341,0.71,189893
Movie,Jean Claude Corbel,Peau D'Ã¢ne 4,0,0.756,0.597,423133
Movie,Chorus,Parodos,0,0.388,0.238,367227
Movie,Michel Roux,L'aiguille creuse - Partie 1,0,0.801,0.698,2106095
Movie,Chantal Goya,Ennio,4,0.0238,0.804,136573
Movie,Chorus,Antara Mama,0,0.0309,0.503,275805
Movie,Oliver Wallace,Alice in Wonderland: Theme,0,0.989,0.503,160187
Movie,Laura Mayne,Comme si,15,0.911,0.551,265373
Movie,Jean Claude Corbel,Vers un nouveau monde,0,0.618,0.647,62019
Movie,Le Club des Juniors,Lutinette et Lutinou,1,0.279,0.588,218151
Movie,Jean Davy,C'est Ã§a l'amour,0,0.903,0.465,1178613
Movie,Chorus,Om Kodilingeshwaraya Namaha,0,0.538,0.294,41927
Movie,Richard M. Sherman,Lost Chords Sentiments,1,0.96,0.752,79267
Movie,Marie-ThÃ©rÃ¨se Orain,Les hommes,0,0.931,0.48,191217
Movie,Claire Guyot,Lila danse,1,0.932,0.418,213577
Movie,Chorus,Bangaru Padagaye,0,0.526,0.373,103288
Movie,Jean Amadou,Une Petition,1,0.637,0.62,367413
Movie,Henri Salvador,Ela Diz que Tiem,0,0.108,0.734,134093
Movie,Richard M. Sherman,Caprice,0,0.987,0.395,177693
Movie,Karine Costa,Mes Nuits Blanches,0,0.126,0.628,250293
Movie,Henri Salvador,Surs De Nous - Remastered,4,0.298,0.474,134507
Movie,Jean Claude Corbel,Un coin de paradis,0,0.317,0.585,82018
Movie,Chorus,Oj Ty Babo,0,0.0381,0.799,141240
Movie,Houcine,Siffler sur la colline,0,0.0678,0.746,163413
Movie,Chorus,Azadi Ke Parbat Ki,0,0.74,0.739,224200
Movie,Henri Salvador,Ela Diz Que Tem,0,0.845,0.739,135587
Movie,Lucie Dolene,"Croquemitoufle (From ""Les femmes des autres"")",0,0.972,0.592,193800
Movie,Chorus,Noothi Yettu Potri - Language: Tamil Genre: Amman,0,0.901,0.459,279480
Movie,Chorus,Bhur Bhuru Ujao,0,0.732,0.397,541754
Movie,Jean Piat,Il faut savoir que les Orsini,0,0.909,0.624,149360
Movie,Henri Salvador,Câ€™est le be-bop,1,0.956,0.7,128867
Movie,Jean Claude Corbel,Un voyage avec Gulliver,0,0.709,0.584,38775
Movie,Chorus,Udaya Gaganadalli,0,0.5,0.571,387370
Movie,Richard M. Sherman,ãƒãƒ ãƒ»ãƒãƒ ãƒ»ãƒã‚§ãƒªãƒ¼ (ç«¹å†…æ°¸å’Œ ç·¨),0,0.991,0.423,119067
Movie,Randy Newman,Little Polenta Is Born,0,0.67,0.189,146467
Movie,Henri Salvador,Comme J Aimais,0,0.983,0.498,186874
Movie,Debbie Davis,Hanging Up My Stockings,0,0.906,0.365,273280
Movie,Ken Page,J'ai Deux Amour,0,0.89,0.392,396947
Movie,Chorus,"La Sonnambula: Tutto Ã¨ gioia (Act I, scene 1)",0,0.987,0.318,148656
Movie,Claire Guyot,Fuir,0,0.925,0.447,280961
Movie,Chorus,Jaag Uthi Hai Saari,0,0.455,0.536,206907
Movie,Chorus,Saare Jahan -Unique - Original,0,0.00506,0.696,345840
Movie,Francois Le Roux,Maman biguine,0,0.476,0.513,398120
Movie,Idoles De La Musique,La Vie En Rose,1,0.827,0.203,72353
Movie,Leopold Stokowski,"Symphony No.9 in E Minor, Op.95 ""From the New World"": IV. Allegro con fuoco",1,0.955,0.321,672453
Movie,Chorus,Om Jwaladeviya Namah,0,0.578,0.658,85316
Movie,Frank Churchill,"Let's See What's Upstairs - From ""Snow White and the Seven Dwarfs""/Score",0,0.96,0.346,77787
Movie,Chorus,Chal Chal Chal,0,0.891,0.617,174987
Movie,Chorus,Agana No Parasmani,0,0.156,0.229,288652
Movie,Henri Salvador,Madame Tristesse - Remastered,3,0.463,0.119,178080
Movie,Le Club des Juniors,Oliver,2,0.674,0.595,208004
Movie,Henri Salvador,Adieu adios,0,0.0682,0.407,159973
Movie,Chorus,Saturnallian Dance Exodos,0,0.509,0.307,272733
Movie,Debbie Davis,Don't Be Sure,0,0.945,0.554,214840
Movie,Henri Salvador,Je connais une blonde,0,0.871,0.472,153547
Movie,Joy Esther,Today,8,0.616,0.436,225724
Movie,Bernard Minet,"Force rouge, force jaune",0,0.2,0.748,174907
Movie,Chorus,Aarti Kunj Bihari Ki,0,0.654,0.47,259293
Movie,Jean Claude Corbel,Le voyage Ã  Brobdingnag,0,0.804,0.552,1110587
Movie,Debbie Davis,Goin' to a Gaggle,2,0.368,0.569,229147
Movie,Henri Salvador,Le Portrait De Tante Caroline,0,0.987,0.587,143333
Movie,DorothÃ©e,Dans les prisons de Nantes,1,0.982,0.419,154307
Movie,Jean Piat,"Le lendemain du combat, les religieuses",0,0.904,0.689,298627
Movie,Chorus,Trigunatmak Tremurti,0,0.698,0.632,112893
Movie,Leopold Stokowski,AlbÃ©niz: FÃªte Dieu Ã  SÃ©ville - Leopold Stokowksi Transcriptions,1,0.944,0.206,510987
Movie,Jean Claude Corbel,Le rÃ©giment des pachydermes,0,0.207,0.68,79749
Movie,Karine Costa,Take Me Away,0,0.244,0.54,250667
Movie,Bernard Minet,Sharivan,3,0.308,0.521,72613
Movie,Henri Salvador,Le Roi Dagobert - Remastered,5,0.399,0.593,128280
Movie,Chorus,Haath Ke Sinhorva Le Le,0,0.591,0.764,98789
Movie,Jean Claude Corbel,Oedipe,0,0.6,0.631,617651
Movie,China Moses,Dinah's Blues,12,0.301,0.6,202493
Movie,Fabien Nataf,Wake Up,5,0.0468,0.85,99692
Movie,Claire Guyot,La faÃ§ade,0,0.569,0.55,240466
Movie,Leopold Stokowski,L'Histoire du Soldat: Music to Scene Two (Pastorale),0,0.946,0.283,293400
Movie,Bernard Minet,Marc et Marie,2,0.804,0.758,81373
Movie,Henri Salvador,Zip a Dou Da - Remastered,4,0.181,0.202,209560
Movie,Chorus,Sayam Gayatri Mantra,0,0.957,0.387,29000
Movie,Joseph Williams,Maybe I'm Amazed,5,0.871,0.639,245213
Movie,Chorus,Vandana Ko Deva Aalu,0,0.0492,0.482,435704
Movie,Henri Salvador,Boua-nina - Remastered,4,0.301,0.414,132880
Movie,Chorus,Veera La Shagana Di Mehndi,1,0.0531,0.367,168600
Movie,Bernard Minet,Jaspion,3,0.468,0.644,129280
Movie,Henri Salvador,Un P Tit Air Dans La Caboche,0,0.924,0.645,152184
Movie,Chorus,Sri Sankashta Chathurthi Vratha,0,0.764,0.661,3475594
Movie,Chorus,Pos Na Se Gnoriso,0,0.619,0.673,244307
Movie,Bernard Minet,Le roi Arthur,0,0.463,0.63,205238
Movie,Chorus,Sivasthuthi(Rudram Chamakam Namakam),0,0.989,0.593,1702013
Movie,Idoles De La Musique,Les lacs du Connemara,1,0.814,0.347,102260
Movie,Chorus,Tyagarajunalla,0,0.77,0.464,364408
Movie,Henri Salvador,C Est La Premiere Fois,0,0.989,0.323,184413
Movie,Frank Churchill,"Pleasant Dreams - From ""Snow White and the Seven Dwarfs""/Score",0,0.761,0.251,150027
Movie,Chorus,Pranaam Mantra,0,0.983,0.482,64615
Movie,Chorus,Sri Giri Shikharadali,0,0.862,0.474,327283
Movie,Chorus,Shambho Shankara,0,0.745,0.656,299722
Movie,Anika Noni Rose,Down in New Orleans (Prologue),0,0.988,0.352,27733
Movie,Henri Salvador,Tu Es EntrÃ©e Dans Mon Ã‚me - Remastered,6,0.512,0.36,215600
Movie,Martin & les fÃ©es,Un endroit oÃ¹ nul ne va jamais (par GÃ©rard Lenorman),1,0.517,0.634,128293
Movie,Bernard Minet,Je n'ai pas su te prendre te comprendre,1,0.326,0.695,241027
Movie,Michel Roux,Les aventures d'ArsÃ¨ne Lupin: Le bouchon de cristal - Partie 1,0,0.545,0.638,2271375
Movie,Chorus,Siuch,0,0.00255,0.599,218133
Movie,Henri Salvador,Dialogue De Glace - Remastered,5,0.57,0.508,124680
Movie,Chorus,Harmony,0,0.698,0.75,103827
Movie,Chorus,Prayer - Language: Tamil Genre: Christian Devotional,0,0.908,0.659,52627
Movie,Chorus,Pedda Gedda,0,0.885,0.594,3631469
Movie,Claire Guyot,Le cadran des heures,0,0.909,0.507,229599
Movie,Chorus,Veda Thandavam,0,0.311,0.725,86823
Movie,Leopold Stokowski,"Marche Slave, Op. 31",1,0.896,0.31,586960
Movie,Leopold Stokowski,Tchaikovsky: Aurora's Wedding Ballet Music: Introduction (Prologue),0,0.947,0.177,192160
Movie,DorothÃ©e,Gentil coquelicot,0,0.751,0.906,111467
Movie,Chorus,Ahaban Asilo Mahotsabe,0,0.446,0.425,203573
Movie,Jean Claude Corbel,Les mammifÃ¨res,0,0.625,0.461,470715
Movie,Bernard Minet,Ne pleure pas petite fille,0,0.58,0.684,210204
Movie,Generation B.O.,"L'Histoire De La Vie (B.O. ""Le Roi Lion"")",12,0.012,0.524,278040
Movie,Debbie Davis,Where Have You Been,5,0.751,0.625,257450
Movie,Chorus,Suriya Deva,0,0.545,0.586,224418
Movie,Larry Groce,Live Forever (feat. Ray Wylie Hubbard),1,0.415,0.534,173200
Movie,Chorus,Gimme Dat,0,0.167,0.78,255371
Movie,Henri Salvador,Ma Femme,0,0.362,0.546,129800
Movie,Chorus,Tis Salaminos kimata (Waves of Salamis),0,0.989,0.501,129600
Movie,Henri Salvador,0 0 7 - Remastered,8,0.152,0.586,162773
Movie,Daniel Lavoie,Baby Boom,12,0.93,0.302,119533
Movie,Henri Salvador,PurÃ©e De Pommes De Terre - Remastered,4,0.0413,0.428,127080
Movie,Henri Salvador,Diâ€¦diâ€¦diâ€¦,3,0.744,0.643,142840
Movie,Chorus,Aayen Panchi Aahaa,0,0.534,0.57,226267
Movie,Chorus,Mokshakavadam,0,0.663,0.618,156933
Movie,Henri Salvador,L'amour,0,0.34,0.645,148733
Movie,Randy Newman,Marty And Henry,1,0.987,0.33,74773
Movie,CÃ©line Languedoc,Ki moun ki di,0,0.547,0.821,66427
Movie,Henri Salvador,"Emilie Jolie, le conteur & le hÃ©risson, Pt. 1",0,0.652,0.521,22253
Movie,Henri Salvador,"Duke, Basie & Louis",5,0.211,0.686,148067
Movie,Henri Salvador,Ma chansonnette,0,0.98,0.568,168760
Movie,Chorus,Lokamaa Neekidi,0,0.739,0.446,309453
Movie,Chorus,Joli mois de mai,0,0.00412,0.603,422387
Movie,Chorus,Goin' Up,0,0.184,0.84,236067
Movie,Chorus,Gumowe Palto,0,0.000905,0.699,233560
Movie,Chantal Goya,Fantasmagomique,1,0.0355,0.701,151093
Movie,Bernard Minet,Shurato,3,0.432,0.548,57627
Movie,Joseph Williams,Don't Know Why,2,0.959,0.492,185360
Movie,DorothÃ©e,La chÃ¨vre,1,0.722,0.705,119067
Movie,Les HÃ©rissons,La vÃ©ritÃ© si je mange (de la bouffe en gros),0,0.538,0.53,200841
Movie,Henri Salvador,Si Jolie,4,0.927,0.249,189947
Movie,Dominique Tirmont,Ã€ la claire fontaine,0,0.946,0.256,125907
Movie,Ken Page,Memory,0,0.821,0.326,248040
Movie,Henri Salvador,Monsieur le bon dieu,1,0.811,0.341,183387
Movie,Henri Salvador,Quand On S'aime Ã€ Paris,0,0.741,0.474,149533
Movie,Henri Salvador,Twist De L'enrhumÃ© - Remastered,7,0.421,0.465,145267
Movie,Henri Salvador,Elle Me Donne,0,0.613,0.808,156362
Movie,Martin & les fÃ©es,Tu es ma plus belle histoire (par MichÃ¨le Laroque),1,0.0282,0.653,158067
Movie,Frank Churchill,"Why Grumpy, You Do Care - From ""Snow White and the Seven Dwarfs""/Score",0,0.955,0.339,128013
Movie,Randy Newman,Could You Milk Me? - Meet The Parents/Soundtrack,2,0.936,0.195,159000
Movie,Lucie Dolene,La poupÃ©e magique,0,0.901,0.633,183080
Movie,CÃ©line Languedoc,DÃ© ti mo dou,0,0.832,0.535,232880
Movie,Chorus,Jalwath Karala,0,0.729,0.675,38792
Movie,Claire Guyot,Ave Maria,0,0.839,0.281,250636
Movie,Leopold Stokowski,Lohengrin': Prelude to Act I,0,0.773,0.134,498587
Movie,Henri Salvador,Tout Doux Tout Doucement,1,0.407,0.634,133733
Movie,Dominique Tirmont,Quelle heure est-il ?,0,0.793,0.728,136533
Movie,Jean Claude Corbel,L'espÃ¨ce des oiseaux,0,0.523,0.558,259396
Movie,Jean Claude Corbel,Alice Au Pays Des Merveilles 4,0,0.655,0.513,219280
Movie,Leopold Stokowski,Prince Igor: Polovtsian Dances (abridged),2,0.988,0.396,251427
Movie,Henri Salvador,Syracuse - Live au Casino de Paris,0,0.473,0.475,214133
Movie,Henri Salvador,C Est Noel M Amie,0,0.954,0.197,186224
Movie,Chorus,Gajanan Maharaj Arti,0,0.546,0.252,45140
Movie,George Bruns,There You Are,0,0.814,0.496,22440
Movie,Chorus,Dakhin Hawa,0,0.651,0.248,177320
Movie,DorothÃ©e,Bonjour bonjour,1,0.458,0.863,165667
Movie,Chorus,Yesuvae Yesuvae - Language: Tamil Genre: Christian Devotional,0,0.945,0.56,818480
Movie,Chorus,Bidiside Hoogala,0,0.897,0.44,266809
Movie,Chorus,Gori Rain Milan Ki Aayee,0,0.857,0.543,260333
Movie,DorothÃ©e,MÃ©fie Toi Des GarÃ§ons,2,0.196,0.884,152790
Movie,Chorus,Sikka Ke Pehlu To,0,0.215,0.707,61205
Movie,Les HÃ©rissons,La cohabitation,0,0.669,0.651,170667
Movie,Chorus,Aguner Parasmoni,0,0.757,0.449,341800
Movie,Ken Page,I'll Bring You Luck,0,0.813,0.487,437173
Movie,Jean Claude Corbel,Au fond des abysses,0,0.642,0.457,48962
Movie,Chorus,Opa-Opa,0,0.341,0.406,178107
Movie,Chorus,No Shade,0,0.492,0.807,171494
Movie,Jean Claude Corbel,Cendrillon 2,0,0.813,0.457,322893
Movie,Chorus,Instagram,0,0.159,0.508,198844
Movie,Henri Salvador,Coeur BrisÃ© Ã  Prendre - Remastered,5,0.249,0.518,130653
Movie,Chorus,Champa Aur Chambeli,0,0.723,0.56,216440
Movie,Bernard Minet,Turbo Rangers - GÃ©nÃ©rique,1,0.717,0.753,147240
Movie,Joseph Williams,Everytime You Go Away,4,0.949,0.677,258720
Movie,Jean Claude Corbel,Aladin 3,0,0.782,0.644,258867
Movie,Henri Salvador,"Le loup, la biche et le chevalier",11,0.785,0.838,145853
A Capella,MC6 A Cappella,For the Longest Time,44,0.78,0.616,223813
A Capella,The Singers Unlimited,Clair,33,0.973,0.484,154200
A Capella,MC6 A Cappella,Come Go With Me,25,0.802,0.717,137800
A Capella,MC6 A Cappella,The Lion Sleeps Tonight,26,0.302,0.691,183920
A Capella,Glad,A Debtor to Mercy Alone,24,0.599,0.389,181267
A Capella,Glad,O Wondrous Love,23,0.793,0.349,228147
A Capella,MC6 A Cappella,Blue Moon,23,0.668,0.747,135107
A Capella,MC6 A Cappella,Runaround Sue,23,0.656,0.705,159120
A Capella,MC6 A Cappella,Teenager in Love,22,0.835,0.583,175000
A Capella,MC6 A Cappella,Sherry,23,0.36,0.654,150027
A Capella,MC6 A Cappella,Goodnight Sweetheart,23,0.83,0.628,144867
A Capella,Peter Hollens,December Song (A Capella Bonus Track),20,0.863,0.253,238039
A Capella,MC6 A Cappella,409/Little Deuce Coupe,20,0.782,0.55,211133
A Capella,MC6 A Cappella,In the Still of the Night,20,0.715,0.311,189933
A Capella,MC6 A Cappella,So Much in Love,19,0.83,0.55,185800
A Capella,Peter Hollens,December Song [Bonus Track] - A Capella,18,0.861,0.185,238053
A Capella,MC6 A Cappella,Since You've Been Gone,18,0.846,0.603,99973
A Capella,Glad,Christ the Lord is Risen Today,16,0.822,0.381,222827
A Capella,MC6 A Cappella,Surfer Girl,18,0.69,0.524,174320
A Capella,Glad,Receive the Glory,17,0.83,0.384,198400
A Capella,MC6 A Cappella,One Fine Day,18,0.628,0.784,174253
A Capella,MC6 A Cappella,Up On the Roof,17,0.845,0.457,176013
A Capella,BYU Noteworthy,Star Wars: A Capella Strikes Back,15,0.703,0.313,241350
A Capella,The Singers Unlimited,London By Night,16,0.97,0.257,209695
A Capella,Glad,Holy Holy Holy,12,0.524,0.297,253653
A Capella,Glad,In Christ Alone,12,0.691,0.39,245213
A Capella,The Singers Unlimited,The Fool On the Hill,15,0.971,0.291,271735
A Capella,The Singers Unlimited,Nature Boy,15,0.967,0.241,207040
A Capella,The Singers Unlimited,Michelle,15,0.984,0.275,228853
A Capella,The Singers Unlimited,My Romance,13,0.973,0.213,156144
A Capella,The Singers Unlimited,Emily,13,0.98,0.172,239784
A Capella,Glad,O Sacred Head Now Wounded,10,0.793,0.315,167760
A Capella,The Singers Unlimited,Killing Me Softly with His Song,14,0.962,0.255,260067
A Capella,Glad,All Hail the Power of Jesus' Name,10,0.733,0.487,177640
A Capella,The Singers Unlimited,Both Sides Now,13,0.97,0.303,182002
A Capella,Glad,When I Survey the Wondrous Cross,8,0.928,0.301,252400
A Capella,Glad,Blessed Be Your Name,10,0.574,0.706,248080
A Capella,Glad,Be Still My Soul,9,0.784,0.323,233093
A Capella,The Singers Unlimited,Try to Remember,11,0.974,0.213,238536
A Capella,The Singers Unlimited,Since You Asked,12,0.985,0.261,177844
A Capella,Glad,Sing it A Cappella,7,0.771,0.51,215333
A Capella,Glad,You Put This Love in My Heart,7,0.83,0.685,179973
A Capella,Glad,"All Glory, Laud and Honor",7,0.914,0.171,234707
A Capella,Glad,"My Jesus, I Love Thee",7,0.947,0.233,211693
A Capella,The Singers Unlimited,Autumn in New York,10,0.984,0.234,169849
A Capella,The Singers Unlimited,"Here, There and Everywhere",10,0.984,0.261,173732
A Capella,The Singers Unlimited,Like Someone in Love,10,0.939,0.222,214018
A Capella,Glad,Just As I Am,6,0.909,0.315,174827
A Capella,Glad,Crown Him With Many Crowns,6,0.815,0.429,191600
A Capella,Glad,"Rejoice, The Lord is King",7,0.89,0.58,240667
A Capella,Glad,Sing a New Song,6,0.881,0.25,237707
A Capella,The King's Singers,Sleigh Ride,13,0.894,0.735,153947
A Capella,Hyannis Sound,A Thousand Miles,7,0.74,0.315,237867
A Capella,Hyannis Sound,Part Time Lover,5,0.491,0.55,206147
A Capella,The Singers Unlimited,I Don't Know Were I Stand,9,0.967,0.176,209233
A Capella,The Swingle Singers,Walking in the Air,11,0.975,0.353,202227
A Capella,The Singers Unlimited,All the Things You Are,8,0.977,0.243,225850
A Capella,The Singers Unlimited,Indian Summer,9,0.983,0.299,176523
A Capella,The Singers Unlimited,I Wish You Love,8,0.97,0.259,200891
A Capella,The Singers Unlimited,The Way We Were,10,0.974,0.209,188653
A Capella,The Singers Unlimited,Killing Me Softly With His Song,9,0.965,0.215,259567
A Capella,The Singers Unlimited,Lullaby,9,0.98,0.218,94428
A Capella,The Singers Unlimited,More I Can Not Wish You,8,0.982,0.272,215104
A Capella,Glad,God so Loved the World,5,0.834,0.209,249560
A Capella,The King's Singers,What Child Is This?,10,0.977,0.276,197507
A Capella,The King's Singers,The Little Drummer Boy,10,0.992,0.297,165507
A Capella,Hyannis Sound,Faithfully,3,0.562,0.48,250840
A Capella,Hyannis Sound,Long Train Runnin',4,0.599,0.668,180987
A Capella,The Singers Unlimited,Yesterday,7,0.99,0.157,202567
A Capella,The Singers Unlimited,I Don't Know Where I Stand,5,0.976,0.18,207760
A Capella,The Swingle Singers,The Christmas Song (Merry Christmas to You),9,0.859,0.71,194347
A Capella,The Swingle Singers,Rockin' Around the Christmas Tree,10,0.693,0.609,114507
A Capella,The Singers Unlimited,April in Paris,6,0.974,0.234,190572
A Capella,The Singers Unlimited,Lost in the Stars,6,0.972,0.32,197262
A Capella,The Singers Unlimited,Sweet Lorraine,7,0.965,0.374,206722
A Capella,The Singers Unlimited,Girl Talk,8,0.978,0.41,158904
A Capella,The Swingle Singers,Santa Baby,9,0.915,0.72,192400
A Capella,The Singers Unlimited,Love Is Here to Stay,7,0.967,0.269,201395
A Capella,Glad,Alleluia,4,0.9,0.15,245520
A Capella,The King's Singers,Santa Claus Is Coming to Town,10,0.878,0.656,174000
A Capella,The King's Singers,Jingle Bells,9,0.991,0.572,89947
A Capella,The Singers Unlimited,Anything Goes,4,0.923,0.461,212760
A Capella,The Singers Unlimited,Since You've Asked,6,0.992,0.28,178653
A Capella,The Singers Unlimited,"One More Time, Chuck Corea",4,0.905,0.319,202213
A Capella,The Singers Unlimited,Someone to Light Up My Life,4,0.948,0.263,203827
A Capella,The King's Singers,Winter Wonderland,8,0.95,0.532,276667
A Capella,The King's Singers,It's Beginning to Look a Lot Like Christmas,9,0.948,0.398,183387
A Capella,The King's Singers,White Christmas,8,0.895,0.356,190227
A Capella,The UNCG Spartones,Something's Missing (A Capella) [Bonus Track],1,0.869,0.283,211000
A Capella,Hyannis Sound,Heart of the Matter,0,0.49,0.616,285187
A Capella,Hyannis Sound,Use Somebody,2,0.434,0.513,228307
A Capella,Hyannis Sound,Falling Slowly,1,0.929,0.205,261760
A Capella,Hyannis Sound,Absolutely (Story of a Girl),1,0.575,0.616,164280
A Capella,Hyannis Sound,Carolina in My Mind,1,0.894,0.47,224560
A Capella,Hyannis Sound,Would You Go With Me,1,0.832,0.62,226933
A Capella,Hyannis Sound,Clarity,0,0.8,0.653,272147
A Capella,Hyannis Sound,"Ok, It's Alright With Me",1,0.484,0.683,149933
A Capella,Hyannis Sound,I Still Haven't Found What I'm Looking for,1,0.894,0.308,303720
A Capella,Hyannis Sound,Easy,1,0.427,0.548,245960
A Capella,Hyannis Sound,Somewhere Only We Know,2,0.614,0.473,234627
A Capella,Hyannis Sound,Last Goodbye,0,0.569,0.288,281747
A Capella,Hyannis Sound,Walking Away,1,0.79,0.257,252000
A Capella,Hyannis Sound,Why Georgia,1,0.582,0.612,268413
A Capella,The Singers Unlimited,The Entertainer,4,0.98,0.351,189967
A Capella,The Singers Unlimited,Sometimes I Feel Like a Motherless Child,4,0.975,0.267,270982
A Capella,The Singers Unlimited,Jeanie With the Light Brown Hair,5,0.989,0.297,156652
A Capella,Tonic Sol-Fa,Cecilia,0,0.223,0.757,105787
A Capella,Tonic Sol-Fa,Boston to Beijing,0,0.154,0.762,259800
A Capella,Tonic Sol-Fa,29 Ways to My Back Door,0,0.655,0.6,129653
A Capella,The King's Singers,Straighten up and Fly Right,0,0.955,0.669,245787
A Capella,The King's Singers,Beyond the Sea,1,0.918,0.636,230880
A Capella,The King's Singers,The Lady Is a Tramp,0,0.901,0.534,220293
A Capella,The King's Singers,I've Got You Under My Skin,1,0.958,0.38,221867
A Capella,The King's Singers,Cheek to Cheek,0,0.951,0.475,249893
A Capella,The King's Singers,When I Fall in Love,0,0.965,0.158,252693
A Capella,The King's Singers,At Last,1,0.954,0.397,150533
A Capella,The King's Singers,Night and Day,1,0.957,0.353,175480
A Capella,The King's Singers,Cry Me a River,1,0.956,0.259,201040
A Capella,The King's Singers,My Funny Valentine,1,0.968,0.226,204293
Alternative,Joji,Sanctuary,83,0.422,0.552,180019
Alternative,Joji,SLOW DANCING IN THE DARK,81,0.544,0.515,209274
Alternative,Joji,YEAH RIGHT,76,0.619,0.672,174358
Alternative,Oliver Tree,Alien Boy,73,0.111,0.803,163525
Alternative,Joji,CAN'T GET OVER YOU (feat. Clams Casino),74,0.684,0.9,107077
Alternative,88-Keys,That's Life (feat. Mac Miller & Sia),73,0.24,0.525,202391
Alternative,Smash Mouth,All Star,78,0.0319,0.731,200373
Alternative,Jhene Aiko,Triggered (freestyle),73,0.81,0.471,211227
Alternative,Gorillaz,Feel Good Inc.,77,0.00836,0.818,222640
Alternative,Nirvana,Smells Like Teen Spirit,72,2.86E-05,0.516,301920
Alternative,Oliver Tree,Hurt,71,0.0209,0.561,145558
Alternative,Red Hot Chili Peppers,Under the Bridge,78,0.0576,0.559,264307
Alternative,Grouplove,Tongue Tied,76,0.00847,0.56,218013
Alternative,Oliver Tree,Miracle Man,71,0.0754,0.677,124680
Alternative,Summer Walker,Girls Need Love (with Drake) - Remix,75,0.443,0.656,222374
Alternative,Joji,TEST DRIVE,72,0.71,0.646,179423
Alternative,The Neighbourhood,Sweater Weather,75,0.0495,0.612,240400
Country,Cam,My Mistake,45,0.00821,0.551,200013
Country,Kevin Fowler,That Girl,42,0.0272,0.375,208187
Country,Roger Miller,Chug-A-Lug,46,0.69,0.699,123360
Country,M. Ward,Chinese Translation,54,0.152,0.555,238600
Country,Chris Cagle,Anywhere But Here,42,0.571,0.64,243000
Country,Cassadee Pope,I Wish I Could Break Your Heart,44,0.13,0.435,220413
Country,Mark Chesnutt,Too Cold At Home,41,0.199,0.638,219573
Country,Gary Allan,Get Off On The Pain,42,0.0293,0.387,234307
Country,"Hank Williams, Jr.",Old Habits,42,0.173,0.633,183600
Country,Ryan Adams,When The Stars Go Blue,52,0.469,0.587,211667
Country,Jason Aldean,Fast,41,0.291,0.538,254040
Country,Adam Sanders,Sippin' on the Good Times,42,0.0566,0.505,188018
Country,Linda Ronstadt,Don't Know Much (with Aaron Neville),58,0.657,0.401,211973
